molecule_zinc_id,molecule_chembl_id,smiles_clean,pKi_mean_value,pKi_last_value,pKi_first_value,target_organism
ZINC000044431214,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,Homo sapiens
ZINC000044431216,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,Homo sapiens
ZINC000045283407,CHEMBL48431,CC[C@H](C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1,6.7,6.7,6.7,Homo sapiens
ZINC000045283728,CHEMBL48431,COc1cc(CC#Cc2c(C)nc(N)nc2N)cc(-c2c(C)cccc2C)c1,5.8,5.8,5.8,Homo sapiens
ZINC000045284013,CHEMBL48431,COc1ccc(-c2cc(OC)cc([C@H](C)C#Cc3c(C)nc(N)nc3N)c2)cc1,6.74,6.74,6.74,Homo sapiens
ZINC000045284015,CHEMBL48431,COc1ccc(-c2cc(OC)cc([C@@H](C)C#Cc3c(C)nc(N)nc3N)c2)cc1,6.74,6.74,6.74,Homo sapiens
ZINC000045285322,CHEMBL48431,COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.68,6.68,6.68,Homo sapiens
ZINC000045285645,CHEMBL48431,CC[C@@H](C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1,6.7,6.7,6.7,Homo sapiens
ZINC000045286448,CHEMBL48431,COc1ccc(OC)c([C@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.92,5.92,5.92,Homo sapiens
ZINC000045286450,CHEMBL48431,COc1ccc(OC)c([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.4,6.4,6.4,Homo sapiens
ZINC000045286452,CHEMBL48431,COc1ccc(OC)c([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.4,6.4,6.4,Homo sapiens
ZINC000045286771,CHEMBL48431,COc1cc(-c2ccc(C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.85,5.85,5.85,Homo sapiens
ZINC000045286787,CHEMBL48431,COc1cc(-c2ccccc2)cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.64,5.64,5.64,Homo sapiens
ZINC000045286789,CHEMBL48431,COc1cc(-c2ccccc2)cc([C@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.64,5.64,5.64,Homo sapiens
ZINC000045286795,CHEMBL48431,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)c(OC)c(OC)c1,7.06,7.06,7.06,Homo sapiens
ZINC000045287067,CHEMBL48431,COc1ccc(OC)c([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.92,5.92,5.92,Homo sapiens
ZINC000045289975,CHEMBL48431,COc1ccc(OC)c([C@@H](C#Cc2c(C)nc(N)nc2N)OC)c1,7.22,7.22,7.22,Homo sapiens
ZINC000045290669,CHEMBL48431,COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.68,6.68,6.68,Homo sapiens
ZINC000045299453,CHEMBL48431,COc1cc(-c2cc(C)cc(C)c2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.12,6.12,6.12,Homo sapiens
ZINC000045299600,CHEMBL48431,COc1cc(-c2cc(C)cc(C)c2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.12,6.12,6.12,Homo sapiens
ZINC000045299615,CHEMBL48431,COc1cc(-c2ccc(C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.85,5.85,5.85,Homo sapiens
ZINC000045300197,CHEMBL48431,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)c(OC)c(OC)c1,7.06,7.06,7.06,Homo sapiens
ZINC000045314908,CHEMBL48431,COc1ccc(OC)c([C@H](C#Cc2c(C)nc(N)nc2N)OC)c1,7.22,7.22,7.22,Homo sapiens
ZINC000045316419,CHEMBL48431,COc1cc([C@H](C#Cc2c(C)nc(N)nc2N)C(C)C)cc(OC)c1OC,6.54,6.54,6.54,Homo sapiens
ZINC000045316423,CHEMBL48431,COc1cc([C@@H](C#Cc2c(C)nc(N)nc2N)C(C)C)cc(OC)c1OC,6.54,6.54,6.54,Homo sapiens
ZINC000045347910,CHEMBL49279,COc1ccccc1/C(=C\c1coc2nc(N)nc(N)c12)C1CC1,5.89,5.89,5.89,Homo sapiens
ZINC000045350893,CHEMBL49279,CC[C@@H](C)[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,Homo sapiens
ZINC000045350897,CHEMBL49279,CC[C@H](C)[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,Homo sapiens
ZINC000045350901,CHEMBL49279,CC[C@@H](C)[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,Homo sapiens
ZINC000045350905,CHEMBL49279,CC[C@H](C)[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,Homo sapiens
ZINC000045351790,CHEMBL49279,COc1ccccc1/C(=C\c1coc2nc(N)nc(N)c12)C(C)C,5.640000000000001,6.08,5.2,Homo sapiens
ZINC000045352478,CHEMBL49279,CCC/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.8,5.8,5.8,Homo sapiens
ZINC000045352554,CHEMBL49279,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)C(C)C,5.7,6.11,5.29,Homo sapiens
ZINC000045352558,CHEMBL49279,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)C(C)C,5.7,6.11,5.29,Homo sapiens
ZINC000045364267,CHEMBL49957,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,5.4,5.4,5.4,Homo sapiens
ZINC000045386102,CHEMBL49279,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)CC(C)C,5.28,5.28,5.28,Homo sapiens
ZINC000045386106,CHEMBL49279,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)CC(C)C,5.28,5.28,5.28,Homo sapiens
ZINC000045386588,CHEMBL49279,CCC[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.6,5.6,5.6,Homo sapiens
ZINC000045386592,CHEMBL49279,CCC[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.6,5.6,5.6,Homo sapiens
ZINC000045388034,CHEMBL49279,CC[C@@H](C)/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.51,5.06,5.96,Homo sapiens
ZINC000045388038,CHEMBL49279,CC[C@H](C)/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.51,5.06,5.96,Homo sapiens
ZINC000045391895,CHEMBL49279,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)C1CC1,5.745,6.19,5.3,Homo sapiens
ZINC000045391899,CHEMBL49279,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)C1CC1,5.745,6.19,5.3,Homo sapiens
ZINC000045392109,CHEMBL49279,CCCC/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.37,5.37,5.37,Homo sapiens
ZINC000045484444,CHEMBL45337,CCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC,5.89,5.89,5.89,Homo sapiens
ZINC000045484447,CHEMBL45337,CCCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC,5.93,5.93,5.93,Homo sapiens
ZINC000049066508,CHEMBL50832,C=CCNc1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,6.1,6.1,6.1,Homo sapiens
ZINC000049069934,CHEMBL50832,O=c1c2cc([N+](=O)[O-])ccc2nc(SC/C=C/c2ccccc2)n1Cc1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000049070683,CHEMBL50832,C=CCSc1nc2ccc(NC(=O)/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.3,6.3,6.3,Homo sapiens
ZINC000049071126,CHEMBL50832,Cc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,Homo sapiens
ZINC000049071253,CHEMBL50832,Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,5.22,5.22,5.22,Homo sapiens
ZINC000049071960,CHEMBL50832,CSc1nc2ccc(N(C/C=C/c3ccccc3)C/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.1,6.1,6.1,Homo sapiens
ZINC000049071988,CHEMBL50832,C=CCN(C)c1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,5.7,5.7,5.7,Homo sapiens
ZINC000049072129,CHEMBL50832,C=CCSc1nc2ccc(N(CC=C)CC=C)cc2c(=O)n1Cc1ccccc1,6.05,6.05,6.05,Homo sapiens
ZINC000049072819,CHEMBL50832,Cc1ccc2c(c1)c(=O)n(Cc1ccccc1)c(=S)n2[C@H](O)/C=C/c1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000049072821,CHEMBL50832,Cc1ccc2c(c1)c(=O)n(Cc1ccccc1)c(=S)n2[C@@H](O)/C=C/c1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000049073415,CHEMBL50832,C=CCNc1ccc2nc(SCC=C)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,Homo sapiens
ZINC000049073445,CHEMBL50832,CSc1nc2ccc(NC(=O)/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.0,6.0,6.0,Homo sapiens
ZINC000049087936,CHEMBL50832,C=CCSc1nc2ccc(N)cc2c(=O)n1Cc1ccccc1,5.3,5.3,5.3,Homo sapiens
ZINC000049109386,CHEMBL50832,C=CCSc1nc2ccc(NC/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,5.52,5.52,5.52,Homo sapiens
ZINC000049111669,CHEMBL50832,C=CCSc1nc2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,5.7,5.7,5.7,Homo sapiens
ZINC000049112397,CHEMBL50832,C=CCSc1nc2ccc(C)cc2c(=O)n1Cc1ccccc1,5.4,5.4,5.4,Homo sapiens
ZINC000049113149,CHEMBL50832,C=CCN(CC=C)c1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,Homo sapiens
ZINC000049124583,CHEMBL50832,C=CC(=O)Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,5.7,5.7,5.7,Homo sapiens
ZINC000049125937,CHEMBL50832,CSc1nc2ccc(NC/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,5.7,5.7,5.7,Homo sapiens
ZINC000049583069,CHEMBL51527,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OC,7.5,7.07,7.93,Homo sapiens
ZINC000049781360,CHEMBL50832,C=CCSc1nc2ccc(N(C/C=C/c3ccccc3)C/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.15,6.15,6.15,Homo sapiens
ZINC000049781419,CHEMBL50832,O=C(/C=C/c1ccccc1)Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,6.3,6.3,6.3,Homo sapiens
ZINC000049803390,CHEMBL51527,CCCN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(OC)c(OCCCCC(=O)OC)c1,6.300000000000001,6.73,5.87,Homo sapiens
ZINC000049803616,CHEMBL51527,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OCCCC(=O)O,6.875,7.3,6.45,Homo sapiens
ZINC000049803778,CHEMBL51527,COC(=O)CCCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.46,7.03,7.89,Homo sapiens
ZINC000049803895,CHEMBL51527,COC(=O)c1ccc(COc2cc(NCc3ccc4nc(N)nc(N)c4c3)ccc2OC)cc1,7.1850000000000005,7.61,6.76,Homo sapiens
ZINC000049867178,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@H](Br)CBr,5.03,5.03,5.03,Homo sapiens
ZINC000049867180,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@H](Br)CBr,5.03,5.03,5.03,Homo sapiens
ZINC000053683152,CHEMBL66586,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,5.0,5.0,5.0,Homo sapiens
ZINC000053683191,CHEMBL66586,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,6.1,6.1,6.1,Homo sapiens
ZINC000053683841,CHEMBL72541,COc1cc(C(C)(C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,6.54,6.54,6.54,Homo sapiens
ZINC000058539491,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,Homo sapiens
ZINC000058539623,CHEMBL46340,C=CCN(C[C@@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,Homo sapiens
ZINC000058543551,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,Homo sapiens
ZINC000058633332,CHEMBL49279,COc1ccccc1/C(=C/c1coc2nc(N)nc(N)c12)C1CC1,5.89,5.89,5.89,Homo sapiens
ZINC000058650033,CHEMBL49279,CCCC/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.37,5.37,5.37,Homo sapiens
ZINC000058650152,CHEMBL49279,CC[C@@H](C)/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.51,5.06,5.96,Homo sapiens
ZINC000064261550,CHEMBL49279,CCC/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.8,5.8,5.8,Homo sapiens
ZINC000064261554,CHEMBL49279,COc1ccccc1/C(=C/c1coc2nc(N)nc(N)c12)C(C)C,5.640000000000001,6.08,5.2,Homo sapiens
ZINC000064503653,CHEMBL82398,COc1cc(-c2ccccc2)ccc1[C@H](C)C#Cc1c(C)nc(N)nc1N,6.47,6.47,6.47,Homo sapiens
ZINC000064503655,CHEMBL82398,COc1cc(-c2ccccc2)ccc1[C@@H](C)C#Cc1c(C)nc(N)nc1N,6.47,6.47,6.47,Homo sapiens
ZINC000064526311,CHEMBL82398,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,6.5,6.5,6.5,Homo sapiens
ZINC000064526313,CHEMBL82398,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,6.5,6.5,6.5,Homo sapiens
ZINC000066165938,CHEMBL58630,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,7.0,7.0,7.0,Homo sapiens
ZINC000066167057,CHEMBL58630,Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,7.05,7.05,7.05,Homo sapiens
ZINC000068246437,CHEMBL77117,Cc1cc2nc(-c3nccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,7.03,7.03,7.03,Homo sapiens
ZINC000068246438,CHEMBL77117,Cc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1C,8.12,8.12,8.12,Homo sapiens
ZINC000068246439,CHEMBL77117,Cc1cc2nc(-c3cccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.99,5.99,5.99,Homo sapiens
ZINC000068246798,CHEMBL58709,Cc1cc2c(N)nc(N)nc2cc1-c1ccc(N)cc1,6.86,6.86,6.86,Homo sapiens
ZINC000069137120,CHEMBL58709,COc1ccccc1-c1ccc2c(N)nc(N)nc2c1,5.94,5.94,5.94,Homo sapiens
ZINC000072104662,CHEMBL58830,NC1=N[C@@H](C2CC2)N(OCc2ccccc2)C(N)=N1,6.26,6.26,6.26,Homo sapiens
ZINC000072104663,CHEMBL58830,NC1=N[C@H](C2CC2)N(OCc2ccccc2)C(N)=N1,6.26,6.26,6.26,Homo sapiens
ZINC000072104768,CHEMBL58830,NC1=NC2(CCC2)N(OCc2ccccc2)C(N)=N1,6.87,6.87,6.87,Homo sapiens
ZINC000072104769,CHEMBL58830,CC[C@]1(C)N=C(N)N=C(N)N1OCc1ccccc1,6.81,6.81,6.81,Homo sapiens
ZINC000072104770,CHEMBL58830,CC[C@@]1(C)N=C(N)N=C(N)N1OCc1ccccc1,6.81,6.81,6.81,Homo sapiens
ZINC000072105910,CHEMBL58830,CC1(C)N=C(N)N=C(N)N1OCc1ccccc1,7.16,7.16,7.16,Homo sapiens
ZINC000072106003,CHEMBL58830,NC1=NC2(CCCCCC2)N(OCc2ccccc2)C(N)=N1,5.27,5.27,5.27,Homo sapiens
ZINC000072112326,CHEMBL58709,COc1ccc(-c2cc3nc(N)nc(N)c3cc2C)cc1OC,7.91,7.91,7.91,Homo sapiens
ZINC000072112560,CHEMBL58709,Cc1cc2c(N)nc(N)nc2cc1-c1ccccc1,6.89,6.89,6.89,Homo sapiens
ZINC000072113088,CHEMBL58709,COc1ccc(OC)c(-c2cc3nc(N)nc(N)c3cc2C)c1,7.56,7.56,7.56,Homo sapiens
ZINC000072114148,CHEMBL58709,CC(=O)c1cccc(-c2ccc3c(N)nc(N)nc3c2)c1,6.49,6.49,6.49,Homo sapiens
ZINC000072114207,CHEMBL58709,Cc1ccccc1-c1cc2nc(N)nc(N)c2cc1C,7.02,7.02,7.02,Homo sapiens
ZINC000072114523,CHEMBL58709,CCOc1ccc(Cl)cc1-c1cc2nc(N)nc(N)c2cc1C,7.95,7.95,7.95,Homo sapiens
ZINC000072114524,CHEMBL58709,CCOc1ccc(C)cc1-c1cc2nc(N)nc(N)c2cc1C,7.65,7.65,7.65,Homo sapiens
ZINC000072116151,CHEMBL58709,CCOc1ccccc1-c1ccc2c(N)nc(N)nc2c1,7.07,7.07,7.07,Homo sapiens
ZINC000072116214,CHEMBL58709,CC(=O)c1cccc(-c2cc3nc(N)nc(N)c3cc2C)c1,7.58,7.58,7.58,Homo sapiens
ZINC000072116215,CHEMBL58709,CCOc1ccc(C=O)cc1-c1cc2nc(N)nc(N)c2cc1C,7.92,7.92,7.92,Homo sapiens
ZINC000072116235,CHEMBL58709,CCOc1ccc(C(=O)N(CC)CC)cc1-c1cc2nc(N)nc(N)c2cc1C,7.47,7.47,7.47,Homo sapiens
ZINC000072116390,CHEMBL58709,Cc1cc2c(N)nc(N)nc2cc1-c1ccccc1C(C)C,7.68,7.68,7.68,Homo sapiens
ZINC000072116514,CHEMBL58709,CCc1ccccc1-c1cc2nc(N)nc(N)c2cc1C,7.39,7.39,7.39,Homo sapiens
ZINC000072116524,CHEMBL58709,CCOc1ccc2[nH]ccc2c1-c1cc2nc(N)nc(N)c2cc1C,6.61,6.61,6.61,Homo sapiens
ZINC000072116525,CHEMBL58709,CCOc1ccc(-c2cccnc2)cc1-c1ccc2c(N)nc(N)nc2c1,8.0,8.0,8.0,Homo sapiens
ZINC000072116526,CHEMBL58709,CCOc1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1-c1ccc2c(N)nc(N)nc2c1,8.24,8.24,8.24,Homo sapiens
ZINC000072116527,CHEMBL58709,CCOc1ccc2ccccc2c1-c1cc2nc(N)nc(N)c2cc1C,8.35,8.35,8.35,Homo sapiens
ZINC000072118178,CHEMBL58709,CS(=O)(=O)c1ccc(-c2ccc3c(N)nc(N)nc3c2)cc1,6.6,6.6,6.6,Homo sapiens
ZINC000072118179,CHEMBL58709,Cc1cc2c(N)nc(N)nc2cc1-c1ccc(S(C)(=O)=O)cc1,7.36,7.36,7.36,Homo sapiens
ZINC000072118424,CHEMBL58709,Nc1ccc(-c2ccc3c(N)nc(N)nc3c2)cc1,6.15,6.15,6.15,Homo sapiens
ZINC000072142444,CHEMBL58709,CCOc1ccc(Br)cc1-c1cc2nc(N)nc(N)c2cc1C,7.95,7.95,7.95,Homo sapiens
ZINC000072182239,CHEMBL58830,NC1=NC2(CCCC2)N(OCc2ccccc2)C(N)=N1,6.76,6.76,6.76,Homo sapiens
ZINC000072182240,CHEMBL58830,NC1=NC2(CCCCC2)N(OCc2ccccc2)C(N)=N1,5.75,5.75,5.75,Homo sapiens
ZINC000084632120,CHEMBL61548,COc1cc(Cc2cnc(N)nc2N)cc2c1OCCN2,6.47,6.47,6.47,Homo sapiens
ZINC000095573505,CHEMBL65481,CN(C[C@@H]1CCc2nc(N)nc(N)c2N1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.48,7.48,7.48,Homo sapiens
ZINC000095573506,CHEMBL65481,CN(C[C@H]1CCc2nc(N)nc(N)c2N1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.48,7.48,7.48,Homo sapiens
ZINC000095573641,CHEMBL65481,CN(C[C@@H]1CCc2nc(N)nc(N)c2N1C=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.49,7.49,7.49,Homo sapiens
ZINC000095573642,CHEMBL65481,CN(C[C@H]1CCc2nc(N)nc(N)c2N1C=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.49,7.49,7.49,Homo sapiens
ZINC000095575313,CHEMBL66586,COC(=O)C1CCN(C(=O)c2ccc(N(CCO)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,5.36,5.36,5.36,Homo sapiens
ZINC000095575724,CHEMBL66586,Nc1nc(N)c2nc(CNc3ccc(C(=O)N4CCC(C(=O)O)CC4)cc3)cnc2n1,6.23,6.23,6.23,Homo sapiens
ZINC000095576073,CHEMBL65481,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CN(C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000095576074,CHEMBL65481,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CN(C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000095576620,CHEMBL65481,Cc1ccc(S(=O)(=O)N2c3c(N)nc(N)nc3CC[C@@H]2CN(C)c2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)cc1,5.97,5.97,5.97,Homo sapiens
ZINC000095576621,CHEMBL65481,Cc1ccc(S(=O)(=O)N2c3c(N)nc(N)nc3CC[C@H]2CN(C)c2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)cc1,5.97,5.97,5.97,Homo sapiens
ZINC000095576644,CHEMBL65481,Nc1nc(N)c2c(n1)CC[C@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21,6.1,6.1,6.1,Homo sapiens
ZINC000095576645,CHEMBL65481,Nc1nc(N)c2c(n1)CC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21,6.1,6.1,6.1,Homo sapiens
ZINC000095577586,CHEMBL66586,CCc1ccc(NCc2cnc3nc(N)nc(N)c3n2)cc1C(=O)N1CCC(C(=O)OC)CC1,5.33,5.33,5.33,Homo sapiens
ZINC000095577721,CHEMBL65481,CC(=O)N(C[C@@H]1CCc2nc(N)nc(N)c2N1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.48,7.48,7.48,Homo sapiens
ZINC000095577722,CHEMBL65481,CC(=O)N(C[C@H]1CCc2nc(N)nc(N)c2N1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.48,7.48,7.48,Homo sapiens
ZINC000095587612,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(-c2ccc3c(c2)OCCO3)c1,6.59,6.59,6.59,Homo sapiens
ZINC000095587613,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)cc(-c2ccc3c(c2)OCCO3)c1,6.59,6.59,6.59,Homo sapiens
ZINC000095588964,CHEMBL72541,CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2ccc3c(c2)OCCO3)c1,6.85,6.85,6.85,Homo sapiens
ZINC000095589198,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(-c2ccncc2)c1,5.89,5.89,5.89,Homo sapiens
ZINC000095589199,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)cc(-c2ccncc2)c1,5.89,5.89,5.89,Homo sapiens
ZINC000095589464,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(N2CCOCC2)c1,6.6,6.6,6.6,Homo sapiens
ZINC000095589465,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)cc(N2CCOCC2)c1,6.6,6.6,6.6,Homo sapiens
ZINC000095589915,CHEMBL72541,CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2cccc3cnccc23)c1,7.22,7.22,7.22,Homo sapiens
ZINC000095590212,CHEMBL72541,COc1cc(-c2ccncc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.82,5.82,5.82,Homo sapiens
ZINC000095590213,CHEMBL72541,COc1cc(-c2ccncc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.82,5.82,5.82,Homo sapiens
ZINC000095591779,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)cc(-c2cccc3cnccc23)c1,7.35,7.35,7.35,Homo sapiens
ZINC000095591780,CHEMBL72541,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)cc(-c2cccc3cnccc23)c1,7.35,7.35,7.35,Homo sapiens
ZINC000095591897,CHEMBL72541,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)cc(N2CCOCC2)c1,6.4,6.4,6.4,Homo sapiens
ZINC000095591898,CHEMBL72541,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)cc(N2CCOCC2)c1,6.4,6.4,6.4,Homo sapiens
ZINC000095921004,CHEMBL73640,CC(C)c1ccc(N(C)c2cnc3nc(N)nc(N)c3c2)cc1,7.28,7.28,7.28,Homo sapiens
ZINC000095921390,CHEMBL73640,CN(c1cc(F)c(F)c(F)c1)c1cnc2nc(N)nc(N)c2c1,6.82,6.82,6.82,Homo sapiens
ZINC000095921391,CHEMBL73640,CN(c1ccccc1)c1cnc2nc(N)nc(N)c2c1,7.24,7.24,7.24,Homo sapiens
ZINC000096269958,CHEMBL73640,CN(c1cnc2nc(N)nc(N)c2c1)c1cc(F)ccc1F,7.34,7.34,7.34,Homo sapiens
ZINC000096269959,CHEMBL73640,CN(c1cnc2nc(N)nc(N)c2c1)c1cccc2ccccc12,8.25,8.25,8.25,Homo sapiens
